ID,Hash,Subject,Message,Num_files,LOC,changed files | + | -| sum,Labels, 
15507,e0002c1892ae1efd420332e6786b96ad86969c98,Remove MIR dump on panic,I haven't used it for a long time and it adds a lot of noise to the  panic print.   ,2,22,   src/driver/mod.rs--0--21--21   src/lib.rs--0--1--1,Perfective,
31811,4f1d9074623afebfcb0dda9986766e3deeb50838,Use new format of licenses,Co-Authored-By: lzutao <taolzu@gmail.com>   ,7,14,   Cargo.toml--1--1--2   README.md--1--1--2   clippy_dummy/Cargo.toml--1--1--2   clippy_lints/Cargo.toml--1--1--2   clippy_lints/src/cargo_common_metadata.rs--1--1--2   mini-macro/Cargo.toml--1--1--2   rustc_tools_util/Cargo.toml--1--1--2,Perfective,
43588,08140878fefaa4b16939b904bf825b7107069b42,libcore: Add va_list lang item and intrinsics, - Add the llvm intrinsics used to manipulate a va_list.   - Add the va_list lang item in order to allow implementing     VaList in libcore.   ,10,90,   src/libcore/ffi.rs--33--0--33   src/librustc_codegen_llvm/va_arg.rs--25--0--25   src/librustc_codegen_llvm/intrinsic.rs--10--1--11   src/librustc_typeck/check/intrinsic.rs--9--0--9   src/librustc_codegen_llvm/context.rs--3--2--5   src/libstd/ffi/mod.rs--2--0--2   src/tools/tidy/src/pal.rs--2--0--2   src/librustc/middle/lang_items.rs--1--0--1   src/librustc_codegen_llvm/lib.rs--1--0--1   src/libstd/lib.rs--1--0--1,Adaptive,
63448,c59b188aaeadea32625534250d1f5120420be000,Adding links and examples for various mspc pages #29377, ,1,44,   src/libstd/sync/mpsc/mod.rs--39--5--44,Perfective,
51176,64768cf93208cec8ad29768c36d9bd2ac4e772a1,fix label prefix, ,3,45,   src/expr.rs--11--6--17   tests/source/label_break.rs--13--1--14   tests/target/label_break.rs--13--1--14,Corrective,
13857,c03dfa6671bb462d243c12c72c8829f98c99e394,Implement Index[Mut] for arrays,Adds implementations of `Index` and `IndexMut` for arrays that simply forward to the slice indexing implementation.   ,1,25,   library/core/src/array/mod.rs--25--0--25,Adaptive,
25489,f1070b152546827e599cdee1f64c55faaf8bf082,Replace ToJson with serde, ,8,35,   src/librustdoc/passes/calculate_doc_coverage.rs--7--15--22   src/librustdoc/config.rs--2--2--4   src/test/rustdoc-ui/coverage/json.rs--1--1--2   src/test/rustdoc-ui/coverage/json.stdout--1--1--2   .../coverage/output-format-fail-check.stderr--2--0--2   src/test/rustdoc-ui/coverage/html.rs--1--0--1   src/test/rustdoc-ui/coverage/html.stderr--1--0--1   .../coverage}/output-format-fail-check.rs--0--1--1,Perfective,
26302,4ecba94dcb415b0642ebd8695a08adc4ec07441e,Move weak lang items to librustc_lang_items., ,3,46,   src/librustc/middle/weak_lang_items.rs--10--20--30   src/librustc_lang_items/weak_lang_items.rs--15--0--15   src/librustc_lang_items/lib.rs--1--0--1,Perfective,
62470,67cccc5c1659c62baca6880656279e98c9637899,Try to fix compilation error on rustc 1.19.0-nightly (4ed2edaaf 2017-06-01), ,9,59,   clippy_lints/src/utils/mod.rs--4--12--16   clippy_lints/src/loops.rs--2--7--9   clippy_lints/src/escape.rs--4--4--8   clippy_lints/src/mut_reference.rs--3--4--7   clippy_lints/src/eval_order_dependence.rs--1--4--5   clippy_lints/src/consts.rs--1--3--4   clippy_lints/src/functions.rs--2--2--4   clippy_lints/src/len_zero.rs--2--2--4   clippy_lints/src/needless_borrow.rs--1--1--2,Corrective,
96894,ddbd1aa883b0325f09492113a483c9c888e7576a,Add test for #6861, ,1,26,   src/test/run-pass/unit-like-struct-drop-run.rs--26--0--26,Perfective,
12405,5449a42a1cc3f64c72e9724c1563789de22a28a3,Fix small typo in time comment, ,1,2,   library/std/src/sys/unix/time.rs--1--1--2,Perfective,
13965,bd0fba207be439799148cd1e9caddd625accfb12,Clean up outdated `use_once_payload` pretty printer comment,While reading some parts of the pretty printer code  I noticed this old comment  which seemed out of place. The `use_once_payload` this outdated comment mentions  was removed in 2017 in 40f03a1e0d6702add1922f82d716d5b2c23a59f0  so this  completes the work by removing the comment.   ,1,3,   compiler/rustc_driver/src/pretty.rs--0--3--3,Perfective,
51797,235af75d15860503f4f358ce2ad7b806d1b7f514,Merge armv5te musl container with dist-various-1, ,2,27,   .../docker/dist-armv5te-linux-musleabi/Dockerfile--0--22--22   src/ci/docker/dist-various-1/Dockerfile--4--1--5,Adaptive,
14992,3a58ad91f68c0715301b9f0272954a18b72eb6bb,Update `compiler_builtins` to 0.1.36, ,1,4,   Cargo.lock--2--2--4,Perfective,
22577,675b585931d870ad4207d60ef43179390526a2fc,"Remove clippy from some leftover lists of ""possibly failing"" tools", ,3,8,   src/tools/publish_toolstate.py--0--5--5   src/bootstrap/test.rs--1--1--2   src/bootstrap/toolstate.rs--0--1--1,Perfective,
20802,96031e22d22fd3b98e6caa3851b99272e2b4618d,add new error code, ,21,95,   src/librustc_error_codes/error_codes/E0764.md--22--0--22   src/test/ui/error-codes/E0017.stderr--3--3--6   .../ui/consts/const-mut-refs/const_mut_refs.stderr--2--3--5   src/test/ui/error-codes/E0017.rs--2--3--5   src/test/ui/error-codes/E0388.stderr--2--3--5   src/test/ui/consts/const-eval/issue-65394.stderr--2--2--4   src/test/ui/consts/const-multi-ref.stderr--2--2--4   .../const-mut-refs/const_mut_address_of.stderr--2--2--4   src/test/ui/consts/const_let_assign3.stderr--2--2--4   .../ui/consts/projection_qualif.mut_refs.stderr--2--2--4   src/test/ui/error-codes/E0388.rs--2--2--4   .../ui/issues/issue-17718-const-bad-values.stderr--2--2--4   src/test/ui/issues/issue-46604.stderr--2--2--4   .../ui/check-static-immutable-mut-slices.stderr--1--2--3   src/test/ui/consts/projection_qualif.stock.stderr--1--2--3   src/test/ui/consts/read_from_static_mut_ref.stderr--1--2--3   .../static_mut_containing_mut_ref2.mut_refs.stderr--1--2--3   .../static_mut_containing_mut_ref2.stock.stderr--1--2--3   src/librustc_mir/transform/check_consts/ops.rs--1--1--2   src/test/ui/issues/issue-46604.rs--1--1--2   src/librustc_error_codes/error_codes.rs--1--0--1,Adaptive,
92032,f4c9ed42aa1f5b83aa2f0ee3fbb5a89919d208d4,fixup! ebml::extra: Optimize reader::vuint_at(), ,1,3,   src/libextra/ebml.rs--2--1--3,Corrective,
67858,eada951f9c302d531d6b9ad474e87faafea9a5d5,Support `Self` in struct expressions and patterns, ,3,61,   src/test/run-pass/struct-path-self.rs--31--0--31   src/test/compile-fail/struct-path-self.rs--27--0--27   src/librustc_typeck/check/mod.rs--1--2--3,Adaptive,
45076,8753e568bf0d8bdc591ca56d9c3bc442efffaede,Check for comments in collapsible ifs, ,3,61,   tests/ui/collapsible_if.rs--38--0--38   tests/ui/collapsible_if.stderr--14--1--15   clippy_lints/src/collapsible_if.rs--8--0--8,Adaptive,
2795,a2ee1420b8f9e853becbbf1819d445eb83ef4e61,Wrap, ,1,2,   compiler/rustc_target/src/abi/mod.rs--1--1--2,Perfective,
89993,92b741aad4e329c134544c460b50eb095c0e512e,Skip pretty printing for the regions bound test, ,1,1,   src/test/run-pass/regions-bound-lists-feature-gate.rs--1--0--1,Perfective,
88339,8d54ec8f4bdd88fe35911aa236ed67deef6bd521,doc: Normalize example style,Remove unnecessary `use std::vec::Vec`. Use ``` code blocks  with rust as default instead of spelling it out.   ,1,46,   src/libcollections/vec.rs--21--25--46,Perfective,
74231,7a549598bb35601dae25eab8dacb0a053ec3fcae,documentation fix,`continue` expression's description mentioned `break` instead of `continue`    Signed-off-by: benaryorg <binary@benary.org>   ,1,2,   src/doc/reference.md--1--1--2,Perfective,
21719,37bdb3bb3b4323733f8ecdd4925ca314133c6fd0,Update UI test, ,1,5,   src/test/ui/json-short.stderr--3--2--5,Perfective,
99524,3e2ed18a4cd816ea8f29cdffe2c6ef0826919a8c,RIMOV: fix issue-3563-3 test, ,1,24,   src/test/run-pass/issue-3563-3.rs--12--12--24,Corrective,
111943,5475c0009ca594e86ddb4c122a88e63261299e8f,rustc: Use marijnh's stringifier for type hash and equality  since it's not sensitive to cnames, ,1,11,   src/comp/middle/ty.rs--9--2--11,Adaptive,
101612,655f7f844c64b29c35263bb48b5bedb3ed4b7b44,Remove bogus comment, ,1,1,   src/test/run-fail/out-of-stack-owned-box.rs--0--1--1,Perfective,
94843,77279a73cbafb1735e5cf53820fde65d5cd05957,testsuite: Tests for #6458. Closes #6458, ,5,78,   src/test/compile-fail/issue-6458.rs--21--0--21   src/test/compile-fail/issue-6458-4.rs--17--0--17   src/test/compile-fail/issue-6458-3.rs--15--0--15   src/test/compile-fail/issue-6458-2.rs--13--0--13   src/test/compile-fail/issue-6458-1.rs--12--0--12,Perfective,
48860,bbbbf2dc323ebecae08d84249813fa8c29eec910,Add run-pass test for #44005,Closes #44005   ,1,39,   src/test/run-pass/issue-44005.rs--39--0--39,Perfective,
67825,bdb399db010c05a18f5c6622c9ba1cbed37a214e,Fix ICE when attempting to get closure generics., ,3,44,   src/librustc/util/ppaux.rs--25--13--38   src/librustc/mir/mod.rs--2--2--4   src/librustc_trans/monomorphize.rs--1--1--2,Corrective,
69757,54c72d8f98a5693ab04c71942d07fb777e17a951,Minor fix, ,1,3,   src/librustc_mir/hair/cx/expr.rs--1--2--3,Corrective,
39856,95fc3f47672a417d9027b61a4604d42e462f311e,Standardize `Range*` documentation,This updates the final example in the documentation for the types  `Range`  `RangeFrom`  `RangeFull`  `RangeInclusive`  `RangeTo`   `RangeToInclusive`.   ,1,48,   src/libcore/ops/range.rs--30--18--48,Perfective,
24963,445284372082c1e760bc8cc0fac1d69644f27606,update panicking comments in libstd, ,1,15,   src/libstd/panicking.rs--7--8--15,Perfective,
78352,9b75a2bcd10918a8cde91962a1998615123a401e,make trait matching smarter with projections,also  use the right caching logic for type_moves_by_default (this was  broken by @jroesch).    before:  593.10user 5.21system 7:51.41elapsed 126%CPU (0avgtext+0avgdata 1150016maxresident)k  llvm: 427.045    after:  577.76user 4.27system 7:36.13elapsed 127%CPU (0avgtext+0avgdata 1141608maxresident)k  llvm: 431.001   ,3,38,   src/librustc/middle/ty.rs--15--1--16   src/librustc/middle/infer/mod.rs--9--3--12   src/librustc/middle/fast_reject.rs--6--4--10,Adaptive,
45960,869ebc4f9571a58d6af1855791ae15c864ea4bdc,add declaration blocks to attribute/derive pages, ,1,22,   src/librustdoc/html/render.rs--18--4--22,Adaptive,
19617,b7c8b96e668a1e3c84cf559de1426c6eebd7d1c1,trait_sel: only test predicates w/ no substs,This commit modifies the `substitute_normalize_and_test_predicates`  query  renaming it to `impossible_predicates` and only checking  predicates which do not require substs. By making this change   polymorphization doesn't have to explicitly support vtables.    Signed-off-by: David Wood <david@davidtw.co>   ,1,2,   clippy_lints/src/utils/mod.rs--1--1--2,Perfective,
75646,6c65cc1f8f817a6f580f1a6ca60c8259b80605ee,Remove links to out-of-tree docs, ,1,24,   src/doc/index.md--0--24--24,Perfective,
29946,ed56f867818f7f3fb29dac3cfc0faf316909fd23,Cleaned up unused labels,Deleted unused labels from compiler and fixed or allowed  unused labels in tests. This patch removes some gratuitous  unused labels and turns off the warning for unused labels  that are a necessary part of tests.  This will permit  setting the `unused_labels` lint to `warn`.   ,12,61,   src/test/ui/hygiene/hygienic-labels-in-let.stderr--11--11--22   src/test/ui/hygiene/hygienic-labels.stderr--11--11--22   src/librustc/ty/layout.rs--1--1--2   src/librustc_codegen_ssa/mir/block.rs--1--1--2   .../borrow_check/nll/type_check/liveness/trace.rs--1--1--2   src/libstd/keyword_docs.rs--1--1--2   src/test/ui/for-loop-while/label_break_value.rs--1--1--2   src/test/ui/issues/issue-2216.rs--1--1--2   .../ui/macros/macro-lifetime-used-with-labels.rs--1--1--2   src/test/ui/for-loop-while/loop-label-shadowing.rs--1--0--1   src/test/ui/hygiene/hygienic-labels-in-let.rs--1--0--1   src/test/ui/hygiene/hygienic-labels.rs--1--0--1,Perfective,
25274,1351db31fb646085e6c6f4bc5917d9392eb2a720,iterate over a maps values directly. (clippy::for_kv_map), ,1,2,   src/librustdoc/html/render.rs--1--1--2,Perfective,
91744,0327d8a073a9e094c9cd046c739983f9850ebeeb,librustc: Fix merge fallout., ,2,10,   src/librustc/middle/lint.rs--5--3--8   src/librustc/middle/trans/glue.rs--1--1--2,Corrective,
81778,2d198955d329904cbd54531e6f404a5648ace19f,s/Perform/Performs/,Per [RFC #0505](https://github.com/rust-lang/rfcs/blob/master/text/0505-api-comment-conventions.md#formatting). ,1,8,   src/libcore/convert.rs--4--4--8,Perfective,
78338,78eead63fa91dbe156236b547bb4290f02784712,Implement the simd_insert/simd_extract intrinsics., ,2,23,   src/librustc_trans/trans/intrinsic.rs--20--1--21   src/librustc_typeck/check/mod.rs--2--0--2,Adaptive,
109881,5068ae4771d9abd23b955bdec97b397396a312a4,Factor out a bunch of environment construction code from trans_bind., ,1,47,   src/comp/middle/trans.rs--25--22--47,Perfective,
18033,2c011096d2f5196ef1c322c8754a975ac4078375,ci: fix macOS target name for LLVM 10, ,1,6,   src/ci/scripts/install-clang.sh--3--3--6,Corrective,
18773,8c705f83dbe1d8daef8ee0735abf8583a66f7732,Rustdoc: Fix natural ordering to look at all numbers.,"The old implementation only looks at numbers at the end  but not in  other places in a name: ""u8"" and ""u16"" got sorted properly  but ""u8_bla""  and ""u16_bla"" did not.   ",2,63,   src/librustdoc/html/render/mod.rs--24--13--37   src/librustdoc/html/render/tests.rs--18--8--26,Corrective,
58066,4519192d4f1b72210e6e687d59fdd88229428890,add repository info to libstd,Include the repository info for libstd in the Cargo metadata.   ,1,1,   src/libstd/Cargo.toml--1--0--1,Perfective,
16048,7820cb14421f751c05d6d2d5925236c3429cd93f,Add tests for,* `dst.len()` as the end of the range with loop counters  * the increment of the loop counter at the top of the loop   ,2,34,   tests/ui/manual_memcpy/with_loop_counters.rs--17--0--17   tests/ui/manual_memcpy/with_loop_counters.stderr--13--4--17,Perfective,
78447,21eae93550216ca02c7fa949268d5d2907d36e26,Mark round_up_to_next as inline,This speeds up rustc on #25916 from 1.36±0.022s to 1.326±0.025s    Tests pass locally (even on 32-bit :-) ,1,1,   src/libstd/collections/hash/table.rs--1--0--1,Perfective,
29175,52be0b07ae4ff025e40e04d7fe8d2a530980b637,Only check `min_const_fn` for const fns, ,1,2,   src/librustc_mir/transform/check_consts/validation.rs--1--1--2,Perfective,
42146,8a586eb6cb7609a055273b2e5fd105157fd2c124,Rustup to rustc 1.33.0-nightly (68fe5182c 2019-01-05), ,4,41,   src/constant.rs--9--10--19   src/vtable.rs--10--5--15   src/intrinsics.rs--5--0--5   src/lib.rs--1--1--2,Adaptive,
85080,f5d619caf9f32458680fae55526b99582ca682dd,Implement Sync/Send for windows TCP types, ,1,12,   src/libstd/sys/windows/tcp.rs--12--0--12,Adaptive,
65765,2b7a23ed304d4298247b030eea0820018c05cd30,Hide uninhabitedness checks behind feature gate, ,5,54,   .../uninhabited-matches-feature-gated.rs--22--0--22   src/librustc_mir/build/matches/simplify.rs--7--6--13   src/librustc_const_eval/_match.rs--6--2--8   .../uninhabited-reference-type-feature-gated.rs--0--8--8   src/librustc/ty/inhabitedness/mod.rs--1--2--3,Adaptive,
18788,e9e319c460468123200b90ab46871cf8288edfec,Use intra-doc links, ,1,14,   library/core/src/time.rs--6--8--14,Perfective,
24873,39ee66ab82fc38a13d046ac1caa1eb55edfa8901,Consider well-formed predicates in min-specialization, ,4,62,   .../implcit-well-formed-bounds.rs--22--0--22   .../impl_wf_check/min_specialization.rs--16--3--19   .../specialization_super_trait.rs--13--0--13   .../specialization_super_trait.stderr--8--0--8,Adaptive,
21580,4dc56614b27337fe770943760f41a58bbab7c7c6,liveness: Warn about unused captured variables, ,12,64,   src/librustc_passes/liveness.rs--16--5--21   src/test/ui/liveness/liveness-upvars.stderr--14--0--14   src/test/ui/liveness/liveness-upvars.rs--10--0--10   .../unboxed-closures-counter-not-moved.stderr--3--0--3   .../closure-immutable-outer-variable.fixed--1--1--2   .../closures/closure-immutable-outer-variable.rs--1--1--2   .../closure-immutable-outer-variable.stderr--1--1--2   src/test/ui/issues/issue-11958.rs--1--1--2   src/test/ui/issues/issue-11958.stderr--2--0--2   .../unboxed-closures-counter-not-moved.rs--1--1--2   .../unboxed-closures-move-mutable.rs--1--1--2   .../unboxed-closures-move-mutable.stderr--2--0--2,Adaptive,
39495,f493a59783f3062eff30613e05436dd59087d060,use RefCell and Rc, ,3,13,   src/visitor.rs--5--4--9   src/rewrite.rs--2--1--3   src/expr.rs--1--0--1,Adaptive,
54397,0625d4c282a9fa2a5ba3c6448017898baccfcf9a,begin crate-relative paths with `crate`, ,3,40,   .../run-pass/rfc-2126-extern-absolute-paths/test.rs--21--0--21   src/libsyntax/ext/build.rs--3--7--10   src/libsyntax/test.rs--6--3--9,Adaptive,
26425,83dfb422fe71979914d3db67db135e160ab29dcd,Don't break first line, ,1,24,   src/librustc_mir/dataflow/generic/graphviz.rs--12--12--24,Corrective,
37730,362431b4d6029e473166b9df307a171d961b5675,Cleanup the .await HIR lowering with .stmt(..)., ,1,12,   src/librustc/hir/lowering.rs--2--10--12,Perfective,
3309,8d9e4f98e142dd7a6fd61deac46eddf8bb4a45be,Fix failing test, ,1,14,   compiler/rustc_index/src/bit_set/tests.rs--7--7--14,Corrective,
94271,1ac37d50c0096f13604c7ca249517b76ff1f1802,set sret attribute as needed on call instructions,Since function pointers do not carry along the function attributes with  them in the type  this needs to be set on the call instruction itself.    Closes #9152   ,3,20,   src/librustc/middle/trans/builder.rs--7--7--14   src/librustc/middle/trans/build.rs--2--2--4   src/librustc/middle/trans/foreign.rs--1--1--2,Perfective,
106414,7c925cfaaf2ac311b681862a01c4aa5ecc466090,core: Long lines, ,1,6,   src/libcore/f32.rs--4--2--6,Perfective,
54322,70db41cdf74589c957cb930cdd58ebf6bafee5af,Handle gdb command failure gracefully in compiletest,Previously  if the gdb command was available  but threw an error  compiletest would panic.  This is obviously not good. Now  gdb is treated as missing if calling `gdb --version` does not output anything on stdout.   ,1,17,   src/tools/compiletest/src/main.rs--6--11--17,Perfective,
96828,32228f3d5781f93cc6f6419c1d6de33c5d1ba6c6,std: work-around for take/skip type inference (#6967), ,1,24,   src/libstd/iterator.rs--13--11--24,Perfective,
37949,82410e800f864684ec5009ea0cecd9614155ca06,impl `pointee_info_at` in TyLayout., ,2,8,   src/librustc_codegen_llvm/abi.rs--2--2--4   src/librustc_target/abi/mod.rs--4--0--4,Adaptive,
547,cb6268026206e6596b4754fdedf8f53a0e632273,rustc: Remove `#[rustc_synthetic]`,This function parameter attribute was introduced in https://github.com/rust-lang/rust/pull/44866 as an intermediate step in implementing `impl Trait`  it's not necessary or used anywhere by itself.   ,1,8,   clippy_lints/src/types/borrowed_box.rs--3--5--8,Perfective,
107292,3bc4da96f16298c0575ae82904a2552f7ee1547c,"Inject ""core macros"" into default syntax-expansion environment. Bit of a kludge but enough to work on logging-via-macros.", ,4,69,   src/comp/syntax/ext/expand.rs--24--2--26   src/comp/syntax/parse/parser.rs--18--6--24   src/comp/syntax/ext/base.rs--1--12--13   src/comp/syntax/codemap.rs--5--1--6,Perfective,
52381,d54f70f1f6ae6fa571117e3db30040620e2890a1,Generate let binding variable name for some cases,Given a map call like `x.field.map ...` the suggestion will contain:  `if let Some(x_field) ...`    Given a map call like `x.map ...` the suggestion will contain:  `if let Some(_x) ...`    Otherwise it will suggest: `if let Some(_) ...`   ,3,56,   tests/ui/option_map_unit_fn.stderr--30--4--34   clippy_lints/src/option_map_unit_fn.rs--13--1--14   tests/ui/option_map_unit_fn.rs--8--0--8,Adaptive,
109365,702fe5cdac4f6852689c1e74c3ca95af249f4285,rustc: Run obstack cleanups at the end of each function, ,2,41,   src/comp/middle/trans.rs--30--6--36   src/rt/rust_obstack.cpp--3--2--5,Adaptive,
36057,357b49992c5a468b2d737e77e1ef343a2744a689,let_chains: Add tests for places where let expressions aren't allowed., ,2,28,   .../disallowed-positions.stderr--21--0--21   .../rfc-2497-if-let-chains/disallowed-positions.rs--7--0--7,Perfective,
101263,2d903abeab00cea395980535a200c523630771c7,configure should recursively sync submodules, ,1,4,   configure--4--0--4,Corrective,
92589,55a7b2feddfd54f5a4c5f4dd85d156a0da50428e,librustc: De-`@mut` the `impls` table in the type context, ,4,22,   src/librustc/middle/ty.rs--6--4--10   src/librustc/middle/typeck/coherence.rs--4--2--6   src/librustc/metadata/encoder.rs--2--1--3   src/librustc/middle/trans/meth.rs--2--1--3,Perfective,
15762,9ef311b47706cc0babce08ee86bc9ca7727fc2f5,Rename tables to typecheck_result(), ,1,12,   doc/common_tools_writing_lints.md--7--5--12,Perfective,
62933,93f78bc45e4d4a68038f8d2cf34187d14cb5f918,"rustdoc: Display `extern ""C"" fn` instead of `extern fn`", ,5,17,   src/test/rustdoc/extern-impl.rs--3--3--6   src/test/rustdoc/ffi.rs--2--2--4   src/test/rustdoc/issue-22038.rs--2--2--4   src/test/rustdoc/variadic.rs--1--1--2   src/librustdoc/html/format.rs--0--1--1,Perfective,
35649,c8aa3c1d89706616232a5942f03e898bb0ae4733,Add missing type links in Pin documentation, ,1,53,   src/libcore/pin.rs--30--23--53,Perfective,
12859,3af09b8cf1229fb05a549a13b144aca6b60784c7,New internal lint: interning_defined_symbol, ,6,55,   clippy_lints/src/utils/internal_lints.rs--23--0--23   tests/ui-internal/interning_defined_symbol.fixed--10--0--10   tests/ui-internal/interning_defined_symbol.rs--10--0--10   tests/ui-internal/interning_defined_symbol.stderr--8--0--8   clippy_lints/src/lib.rs--2--0--2   clippy_lints/src/utils/paths.rs--2--0--2,Adaptive,
54796,81f5969704b57215ac12a78459c8ccfbad9be654,Partly fix incorrect useless_attribute suggestion,This fixes an incorrect suggestion from the `useless_attribute` lint  when using `cfg_attr`.    Additionally  it will not show a suggestion anymore  if the attribute  begins on a previous line  because it is much harder to construct the  span of multi-line `cfg_attr` attributes as they don't appear in the AST.    To fix it completely  one would have to parse upwards into the file   and find the beginning of the `cfg_attr` attribute.   ,4,33,   clippy_lints/src/attrs.rs--8--6--14   clippy_lints/src/utils/mod.rs--8--0--8   tests/ui/useless_attribute.stderr--7--1--8   tests/ui/useless_attribute.rs--3--0--3,Corrective,
97578,3d526d1af369472944b65e23c665a62c3254619d,add task-local reference counted smart pointers,To provide a reference counted pointer type with deterministic  destruction once managed boxes are switched over to a garbage  collector. Unlike managed boxes  these can be moved instead of just  copied/cloned which is helpful for avoiding reference counts.   ,2,55,   src/libstd/rc.rs--54--0--54   src/libstd/std.rc--1--0--1,Adaptive,
101896,8b39e736977c9daec15d1845ddb5db3203e4bd0b,Fix whitespace., ,1,2,   src/libsyntax/parse/parser.rs--1--1--2,Perfective,
60789,f16b9e280bdc6f75cc824675fc8f01f2c18277d3,Move all intrinsics out of `interpret` and fail CTFE on intrinsic calls, ,13,72,   miri/helpers.rs--22--0--22   src/librustc_mir/interpret/eval_context.rs--3--12--15   .../interpret/terminator=>miri}/intrinsic.rs--6--2--8   miri/lib.rs--5--0--5   src/librustc_mir/interpret/const_eval.rs--4--1--5   src/librustc_mir/interpret/machine.rs--4--0--4   src/librustc_mir/interpret/lvalue.rs--1--1--2   src/librustc_mir/interpret/memory.rs--1--1--2   src/librustc_mir/interpret/mod.rs--1--1--2   src/librustc_mir/interpret/operator.rs--1--1--2   src/librustc_mir/interpret/terminator/mod.rs--1--1--2   src/librustc_mir/interpret/value.rs--1--1--2   miri/operator.rs--1--0--1,Adaptive,
72911,5d56e1daed3aab8149ecbf69baf5bc1785f08627,Specialize equality for [T] and comparison for [u8],Where T is a type that can be compared for equality bytewise  we can use  memcmp. We can also use memcmp for PartialOrd  Ord for [u8] and by  extension &str.    This is an improvement for example for the comparison [u8] == [u8] that  used to emit a loop that compared the slices byte by byte.    One worry here could be that this introduces function calls to memcmp  in contexts where it should really inline the comparison or even  optimize it out  but llvm takes care of recognizing memcmp specifically.   ,3,58,   src/libcore/slice.rs--43--6--49   src/libcore/str/mod.rs--1--7--8   src/libcore/lib.rs--1--0--1,Adaptive,
12180,ba87acb44090412f5ace0a5ca655e8298d82b874,Implemented needless question mark lint, ,10,91,   clippy_lints/src/needless_question_mark.rs--29--0--29   tests/ui/needless_question_mark.fixed--20--0--20   tests/ui/needless_question_mark.rs--20--0--20   tests/ui/needless_question_mark.stderr--11--0--11   tests/ui/unit_arg.stderr--1--2--3   tests/ui/try_err.fixed--1--1--2   tests/ui/try_err.rs--1--1--2   tests/ui/unit_arg.rs--1--1--2   CHANGELOG.md--1--0--1   clippy_lints/src/lib.rs--1--0--1,Adaptive,
61463,133c1bc9ac998d22a0028d2f2e15473f0d1d08ab,Wrap long line, ,1,3,   src/libstd/macros.rs--2--1--3,Perfective,
9926,bdeec5dbd6e484cec26039cb795193ab044cf4d9,"Use TypeckResults::expr_ty instead of TyCtxt::type_of to fix ""Not a type"" ICE", ,3,28,   tests/ui/crashes/ice-6792.rs--20--0--20   clippy_lints/src/default_numeric_fallback.rs--2--3--5   clippy_lints/src/inconsistent_struct_constructor.rs--1--2--3,Perfective,
31265,748eccd48828e430b906ffa6bd3f6abdcc766dc9,Lints being from a plugin is dependent on the lint  not the registration, ,5,46,   src/librustc/lint/context.rs--7--10--17   src/librustc_lint/lib.rs--7--8--15   src/librustc/lint/mod.rs--5--0--5   src/librustc_driver/lib.rs--2--3--5   src/librustc_interface/passes.rs--2--2--4,Corrective,
5888,327697a540cfab44c7d9c9c7c62948f8f9667fc5,Fix autoderef and autoref for `future_prelude_collision` lint, ,1,14,   compiler/rustc_typeck/src/check/method/mod.rs--13--1--14,Corrective,
73517,b12dcdef4fae5e3856e6911fd6cfbeedadcf3821,tests: Update run-make/issue-25581 to reflect how fat pointers are passed., ,1,13,   src/test/run-make/issue-25581/test.c--4--9--13,Perfective,
82334,90f06ae33fdf34e60c29cbd38dd3ec7be6b3badb,document undefined collection behavior with interior mutability,closes #23327   ,6,29,   src/libstd/collections/hash/set.rs--6--0--6   src/libcollections/binary_heap.rs--5--0--5   src/libcollections/enum_set.rs--5--0--5   src/libstd/collections/hash/map.rs--5--0--5   src/libcollections/btree/map.rs--4--0--4   src/libcollections/btree/set.rs--4--0--4,Perfective,
59355,d5d300c0349c350db13009a4889dbcee3e1a509b,Update tests, ,2,63,   tests/ui/methods.stderr--47--1--48   tests/ui/methods.rs--15--0--15,Perfective,
81822,1cbaf9fd18a4e99345f3ae6d7ba23309e214e32a,Upgrade rust-installer, ,1,2,   src/rust-installer--1--1--2,Perfective,
112078,973023030e7c0ca9814bc60f389bb8d75923edc7,add -O2 when compiling rt  fix warnings triggered by optimizer, ,5,14,   src/rt/rust_crate_reader.cpp--2--2--4   src/rt/rust_task.cpp--2--2--4   Makefile.in--1--1--2   src/rt/rust_internal.h--1--1--2   src/rt/util/indexed_list.h--1--1--2,Corrective,
27251,03240e1359f68bdddcdb236f3a89f9907b907449,review comments, ,3,32,   src/librustc_errors/lib.rs--9--12--21   src/librustc_errors/emitter.rs--5--4--9   .../ui/consts/miri_unleashed/mutable_const2.stderr--1--1--2,Perfective,
77126,20083c1e1f6916eb79e3d967c1c9ab63342c71ae,Move `for` loop desugaring to lowering, ,12,66,   src/librustc_front/lowering.rs--30--5--35   src/libsyntax/ext/expand.rs--1--8--9   src/librustc_driver/pretty.rs--3--3--6   src/librustc_driver/driver.rs--1--2--3   mk/crates.mk--1--1--2   src/librustc/middle/ty/context.rs--1--1--2   src/librustc/session/mod.rs--1--1--2   src/librustc_trans/save/dump_csv.rs--1--1--2   src/librustc_trans/save/mod.rs--1--1--2   src/librustc/middle/astencode.rs--1--0--1   src/librustc_typeck/coherence/mod.rs--1--0--1   src/libsyntax/ast.rs--1--0--1,Perfective,
1,9b86c5998c5b5b274b21651334a320aecc516dfc,s/from_raw_parts/new_unchecked/, ,1,6,   library/core/src/array/iter.rs--3--3--6,Perfective,
